"spp_code","common_name","lc_evenness","lc_dominance","lc_dominance_class"
"warvir","Warbling Vireo",0.679860009099766,0.180871050254168,"Nighttime Lights"
"wesblu","Western Bluebird",0.640637825462536,0.220925319017067,"Sparse Forests"
"weskin","Western Kingbird",0.612868459498995,0.225751558919795,"Nighttime Lights"
"wesmea","Western Meadowlark",0.582082969952404,0.26950818136859,"Dense Herbaceous"
"westan","Western Tanager",0.646910760820676,0.206077318646929,"Nighttime Lights"
"wewpew","Western Wood-Pewee",0.57471290587172,0.438273554344072,"Nighttime Lights"
"whbnut","White-breasted Nuthatch",0.673208898797109,0.191539624772646,"Nighttime Lights"
"whcpig2","White-crowned Pigeon",0.728515431736675,0.165180634020973,"Nighttime Lights"
"whcspa","White-crowned Sparrow",0.645974873090248,0.223253001279599,"Nighttime Lights"
"whevir","White-eyed Vireo",0.715050488275275,0.191354732242349,"Nighttime Lights"
"whhwoo","White-headed Woodpecker",0.60881460564994,0.196934141863824,"Open Forests"
"whiwag","White Wagtail",0.646432707657699,0.193897532018419,"Dense Herbaceous"
"whtdov","White-tipped Dove",0.72019896995995,0.183093595292124,"Nighttime Lights"
"whtspa","White-throated Sparrow",0.707542807815744,0.188065111672597,"Nighttime Lights"
"whtswi","White-throated Swift",0.5723446663602,0.30331118887939,"Nighttime Lights"
"whwcro","White-winged Crossbill",0.649234573949439,0.244521464622042,"Nighttime Lights"
"whwdov","White-winged Dove",0.596138767942453,0.323587490022883,"Nighttime Lights"
"wilfly","Willow Flycatcher",0.642949737819694,0.194089173588325,"Dense Herbaceous"
"wilsap","Williamson's Sapsucker",0.602526905110632,0.192407115043443,"Dense Herbaceous"
"wiltur","Wild Turkey",0.605746242584945,0.305233618121212,"Nighttime Lights"
"winwre3","Winter Wren",0.725463890927961,0.156557273205139,"Nighttime Lights"
"wlswar","Wilson's Warbler",0.671809361200908,0.199507308497989,"Nighttime Lights"
"woewar1","Worm-eating Warbler",0.697295609232535,0.180311415722095,"Nighttime Lights"
"wooscj2","Woodhouse's Scrub-Jay",0.609044143611859,0.22700331721158,"Sparse Forests"
"woothr","Wood Thrush",0.68473687587223,0.168018051808541,"Open Forests"
"wrenti","Wrentit",0.80846078897719,0.137418802622053,"Nighttime Lights"
"yebcha","Yellow-breasted Chat",0.638600576361292,0.213194635671699,"Nighttime Lights"
"yebcuc","Yellow-billed Cuckoo",0.694875419508561,0.185264939388684,"Nighttime Lights"
"yebfly","Yellow-bellied Flycatcher",0.68331445790885,0.183905602426062,"Nighttime Lights"
"yebmag","Yellow-billed Magpie",0.679674064295948,0.219636155216646,"Dense Herbaceous"
"yebsap","Yellow-bellied Sapsucker",0.729160308213589,0.159025591923688,"Nighttime Lights"
"yecpar","Yellow-chevroned Parakeet",0.525749370518468,0.412686529073567,"Nighttime Lights"
"yeejun","Yellow-eyed Junco",0.545102210585455,0.290049875802502,"Nighttime Lights"
"yehbla","Yellow-headed Blackbird",0.582184538900786,0.224888130235725,"Nighttime Lights"
"yelwar","Yellow Warbler",0.687548246937668,0.194360976142351,"Nighttime Lights"
"yetvir","Yellow-throated Vireo",0.701801671404096,0.170303851537758,"Nighttime Lights"
"yetwar","Yellow-throated Warbler",0.725346238467746,0.169517406334879,"Nighttime Lights"
