"County_Route","nlcd","year","frequency","totpix","class","ijbg_class","description","color","percent"
"Chatham-05","11",2013,40,11157,"water","water","Open Water","#476BA0",0.358519315228108
"Chatham-05","11",2016,43,11157,"water","water","Open Water","#476BA0",0.385408263870216
"Chatham-05","11",2019,43,11157,"water","water","Open Water","#476BA0",0.385408263870216
"Chatham-05","11",2021,43,11157,"water","water","Open Water","#476BA0",0.385408263870216
"Chatham-05","21",2001,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2004,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2006,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2008,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2011,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2013,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2016,757,11157,"developed","developed","Developed, Open Space","#DDC9C9",6.78497804069194
"Chatham-05","21",2019,883,11157,"developed","developed","Developed, Open Space","#DDC9C9",7.91431388366048
"Chatham-05","21",2021,883,11157,"developed","developed","Developed, Open Space","#DDC9C9",7.91431388366048
"Chatham-05","22",2001,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2004,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2006,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2008,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2011,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2013,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2016,135,11157,"developed","developed","Developed, Low Intensity","#D89382",1.21000268889486
"Chatham-05","22",2019,256,11157,"developed","developed","Developed, Low Intensity","#D89382",2.29452361745989
"Chatham-05","22",2021,256,11157,"developed","developed","Developed, Low Intensity","#D89382",2.29452361745989
"Chatham-05","23",2001,16,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.143407726091243
"Chatham-05","23",2004,16,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.143407726091243
"Chatham-05","23",2006,19,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.170296674733351
"Chatham-05","23",2008,19,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.170296674733351
"Chatham-05","23",2011,19,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.170296674733351
"Chatham-05","23",2013,19,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.170296674733351
"Chatham-05","23",2016,19,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.170296674733351
"Chatham-05","23",2019,50,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.448149144035135
"Chatham-05","23",2021,50,11157,"developed","developed","Developed, Medium Intensity","#ED0000",0.448149144035135
"Chatham-05","24",2001,2,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0179259657614054
"Chatham-05","24",2004,2,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0179259657614054
"Chatham-05","24",2006,4,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0358519315228108
"Chatham-05","24",2008,4,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0358519315228108
"Chatham-05","24",2011,4,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0358519315228108
"Chatham-05","24",2013,4,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0358519315228108
"Chatham-05","24",2016,4,11157,"developed","developed","Developed, High Intensity","#AA0000",0.0358519315228108
"Chatham-05","24",2019,10,11157,"developed","developed","Developed, High Intensity","#AA0000",0.089629828807027
"Chatham-05","24",2021,10,11157,"developed","developed","Developed, High Intensity","#AA0000",0.089629828807027
"Chatham-05","31",2001,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2004,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2006,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2008,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2011,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2013,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2016,0,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-05","31",2019,8,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0717038630456216
"Chatham-05","31",2021,8,11157,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0.0717038630456216
"Chatham-05","41",2001,3364,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",30.1514744106839
"Chatham-05","41",2004,3343,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",29.9632517701891
"Chatham-05","41",2006,3273,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",29.3358429685399
"Chatham-05","41",2008,3214,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",28.8070269785785
"Chatham-05","41",2011,3175,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",28.4574706462311
"Chatham-05","41",2013,3166,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",28.3768038003047
"Chatham-05","41",2016,3205,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",28.7263601326521
"Chatham-05","41",2019,3188,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",28.5739894236802
"Chatham-05","41",2021,3157,11157,"forest","deciduous forest","Deciduous Forest","#68AA63",28.2961369543784
"Chatham-05","42",2001,131,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",1.17415075737205
"Chatham-05","42",2004,131,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",1.17415075737205
"Chatham-05","42",2006,217,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",1.94496728511249
"Chatham-05","42",2008,331,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",2.96674733351259
"Chatham-05","42",2011,336,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",3.01156224791611
"Chatham-05","42",2013,341,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",3.05637716231962
"Chatham-05","42",2016,337,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",3.02052523079681
"Chatham-05","42",2019,336,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",3.01156224791611
"Chatham-05","42",2021,330,11157,"forest","evergreen forest","Evergreen Forest","#1C6330",2.95778435063189
"Chatham-05","43",2001,978,11157,"forest","mixed forest","Mixed Forest","#B5C98E",8.76579725732724
"Chatham-05","43",2004,1096,11157,"forest","mixed forest","Mixed Forest","#B5C98E",9.82342923725016
"Chatham-05","43",2006,1099,11157,"forest","mixed forest","Mixed Forest","#B5C98E",9.85031818589226
"Chatham-05","43",2008,1096,11157,"forest","mixed forest","Mixed Forest","#B5C98E",9.82342923725016
"Chatham-05","43",2011,1142,11157,"forest","mixed forest","Mixed Forest","#B5C98E",10.2357264497625
"Chatham-05","43",2013,1202,11157,"forest","mixed forest","Mixed Forest","#B5C98E",10.7735054226046
"Chatham-05","43",2016,1210,11157,"forest","mixed forest","Mixed Forest","#B5C98E",10.8452092856503
"Chatham-05","43",2019,1201,11157,"forest","mixed forest","Mixed Forest","#B5C98E",10.7645424397239
"Chatham-05","43",2021,1159,11157,"forest","mixed forest","Mixed Forest","#B5C98E",10.3880971587344
"Chatham-05","52",2001,543,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",4.86689970422156
"Chatham-05","52",2004,456,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",4.08712019360043
"Chatham-05","52",2006,412,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",3.69274894684951
"Chatham-05","52",2008,175,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.56852200412297
"Chatham-05","52",2011,277,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",2.48274625795465
"Chatham-05","52",2013,278,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",2.49170924083535
"Chatham-05","52",2016,226,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",2.02563413103881
"Chatham-05","52",2019,177,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.58644796988438
"Chatham-05","52",2021,242,11157,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",2.16904185713005
"Chatham-05","71",2001,91,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.815631442143946
"Chatham-05","71",2004,88,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.788742493501837
"Chatham-05","71",2006,159,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.42511427803173
"Chatham-05","71",2008,354,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",3.17289593976875
"Chatham-05","71",2011,250,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",2.24074572017567
"Chatham-05","71",2013,181,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.62229990140719
"Chatham-05","71",2016,191,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.71192973021422
"Chatham-05","71",2019,166,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.48785515819665
"Chatham-05","71",2021,180,11157,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.61333691852649
"Chatham-05","81",2001,4936,11157,"planted","pasture","Pasture/Hay","#DBD83D",44.2412834991485
"Chatham-05","81",2004,4929,11157,"planted","pasture","Pasture/Hay","#DBD83D",44.1785426189836
"Chatham-05","81",2006,4878,11157,"planted","pasture","Pasture/Hay","#DBD83D",43.7214304920678
"Chatham-05","81",2008,4868,11157,"planted","pasture","Pasture/Hay","#DBD83D",43.6318006632607
"Chatham-05","81",2011,4858,11157,"planted","pasture","Pasture/Hay","#DBD83D",43.5421708344537
"Chatham-05","81",2013,4870,11157,"planted","pasture","Pasture/Hay","#DBD83D",43.6497266290221
"Chatham-05","81",2016,4869,11157,"planted","pasture","Pasture/Hay","#DBD83D",43.6407636461414
"Chatham-05","81",2019,4665,11157,"planted","pasture","Pasture/Hay","#DBD83D",41.8123151384781
"Chatham-05","81",2021,4665,11157,"planted","pasture","Pasture/Hay","#DBD83D",41.8123151384781
"Chatham-05","82",2001,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2004,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2006,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2008,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2011,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2013,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2016,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2019,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","82",2021,51,11157,"planted","cultivated crops","Cultivated Crops","#AA7028",0.457112126915838
"Chatham-05","90",2001,113,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.0128170655194
"Chatham-05","90",2004,113,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.0128170655194
"Chatham-05","90",2006,109,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.976965133996594
"Chatham-05","90",2008,113,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.0128170655194
"Chatham-05","90",2011,113,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.0128170655194
"Chatham-05","90",2013,113,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.0128170655194
"Chatham-05","90",2016,110,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.985928116877297
"Chatham-05","90",2019,123,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.10244689432643
"Chatham-05","90",2021,123,11157,"wetlands","wetlands","Woody Wetlands","#BAD8EA",1.10244689432643
"Chatham-05","95",2001,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2004,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2006,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2008,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2011,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2013,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2016,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2019,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-05","95",2021,0,11157,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-06","11",2001,48,11183,"water","water","Open Water","#476BA0",0.429222927658052
"Chatham-06","11",2004,48,11183,"water","water","Open Water","#476BA0",0.429222927658052
"Chatham-06","11",2006,48,11183,"water","water","Open Water","#476BA0",0.429222927658052
"Chatham-06","11",2008,48,11183,"water","water","Open Water","#476BA0",0.429222927658052
"Chatham-06","11",2011,48,11183,"water","water","Open Water","#476BA0",0.429222927658052
"Chatham-06","11",2013,48,11183,"water","water","Open Water","#476BA0",0.429222927658052
"Chatham-06","11",2016,44,11183,"water","water","Open Water","#476BA0",0.393454350353215
"Chatham-06","11",2019,44,11183,"water","water","Open Water","#476BA0",0.393454350353215
"Chatham-06","11",2021,44,11183,"water","water","Open Water","#476BA0",0.393454350353215
"Chatham-06","21",2001,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2004,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2006,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2008,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2011,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2013,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2016,1036,11183,"developed","developed","Developed, Open Space","#DDC9C9",9.26406152195296
"Chatham-06","21",2019,1217,11183,"developed","developed","Developed, Open Space","#DDC9C9",10.8825896449969
"Chatham-06","21",2021,1217,11183,"developed","developed","Developed, Open Space","#DDC9C9",10.8825896449969
"Chatham-06","22",2001,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2004,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2006,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2008,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2011,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2013,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2016,121,11183,"developed","developed","Developed, Low Intensity","#D89382",1.08199946347134
"Chatham-06","22",2019,184,11183,"developed","developed","Developed, Low Intensity","#D89382",1.64535455602253
"Chatham-06","22",2021,184,11183,"developed","developed","Developed, Low Intensity","#D89382",1.64535455602253
"Chatham-06","23",2001,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2004,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2006,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2008,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2011,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2013,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2016,6,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.0536528659572565
"Chatham-06","23",2019,22,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.196727175176607
"Chatham-06","23",2021,22,11183,"developed","developed","Developed, Medium Intensity","#ED0000",0.196727175176607
"Chatham-06","24",2001,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2004,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2006,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2008,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2011,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2013,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2016,1,11183,"developed","developed","Developed, High Intensity","#AA0000",0.00894214432620942
"Chatham-06","24",2019,2,11183,"developed","developed","Developed, High Intensity","#AA0000",0.0178842886524188
"Chatham-06","24",2021,2,11183,"developed","developed","Developed, High Intensity","#AA0000",0.0178842886524188
"Chatham-06","31",2001,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2004,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2006,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2008,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2011,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2013,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2016,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2019,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","31",2021,0,11183,"barren","barren","Barren Land (Rock/Sand/Clay)","#B2ADA3",0
"Chatham-06","41",2001,2726,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",24.3762854332469
"Chatham-06","41",2004,2704,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",24.1795582580703
"Chatham-06","41",2006,2476,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",22.1407493516945
"Chatham-06","41",2008,2362,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",21.1213448985067
"Chatham-06","41",2011,2377,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",21.2554770633998
"Chatham-06","41",2013,2421,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",21.648931413753
"Chatham-06","41",2016,2514,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",22.4805508360905
"Chatham-06","41",2019,2405,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",21.5058571045337
"Chatham-06","41",2021,2404,11183,"forest","deciduous forest","Deciduous Forest","#68AA63",21.4969149602075
"Chatham-06","42",2001,464,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",4.14915496736117
"Chatham-06","42",2004,457,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",4.08655995707771
"Chatham-06","42",2006,466,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",4.16703925601359
"Chatham-06","42",2008,480,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",4.29222927658052
"Chatham-06","42",2011,545,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",4.87346865778414
"Chatham-06","42",2013,580,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",5.18644370920147
"Chatham-06","42",2016,581,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",5.19538585352768
"Chatham-06","42",2019,646,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",5.77662523473129
"Chatham-06","42",2021,702,11183,"forest","evergreen forest","Evergreen Forest","#1C6330",6.27738531699902
"Chatham-06","43",2001,937,11183,"forest","mixed forest","Mixed Forest","#B5C98E",8.37878923365823
"Chatham-06","43",2004,937,11183,"forest","mixed forest","Mixed Forest","#B5C98E",8.37878923365823
"Chatham-06","43",2006,930,11183,"forest","mixed forest","Mixed Forest","#B5C98E",8.31619422337477
"Chatham-06","43",2008,945,11183,"forest","mixed forest","Mixed Forest","#B5C98E",8.45032638826791
"Chatham-06","43",2011,977,11183,"forest","mixed forest","Mixed Forest","#B5C98E",8.73647500670661
"Chatham-06","43",2013,984,11183,"forest","mixed forest","Mixed Forest","#B5C98E",8.79907001699007
"Chatham-06","43",2016,1050,11183,"forest","mixed forest","Mixed Forest","#B5C98E",9.3892515425199
"Chatham-06","43",2019,1056,11183,"forest","mixed forest","Mixed Forest","#B5C98E",9.44290440847715
"Chatham-06","43",2021,1070,11183,"forest","mixed forest","Mixed Forest","#B5C98E",9.56809442904408
"Chatham-06","52",2001,203,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.81525529822051
"Chatham-06","52",2004,211,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.88679245283019
"Chatham-06","52",2006,222,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.98515604041849
"Chatham-06","52",2008,199,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.77948672091568
"Chatham-06","52",2011,196,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.75266028793705
"Chatham-06","52",2013,500,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",4.47107216310471
"Chatham-06","52",2016,195,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.74371814361084
"Chatham-06","52",2019,234,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",2.09246177233301
"Chatham-06","52",2021,185,11183,"shrubland","shrubland","Scrub/Shrub","#CCBA7C",1.65429670034874
"Chatham-06","71",2001,11,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.0983635875883037
"Chatham-06","71",2004,46,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.411338639005634
"Chatham-06","71",2006,291,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",2.60216399892694
"Chatham-06","71",2008,411,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",3.67522131807207
"Chatham-06","71",2011,346,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",3.09398193686846
"Chatham-06","71",2013,52,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.46499150496289
"Chatham-06","71",2016,195,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",1.74371814361084
"Chatham-06","71",2019,66,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.590181525529822
"Chatham-06","71",2021,46,11183,"herbaceous","herbaceous","Grassland/Herbaceous","#E2E2C1",0.411338639005634
"Chatham-06","81",2001,5256,11183,"planted","pasture","Pasture/Hay","#DBD83D",46.9999105785567
"Chatham-06","81",2004,5242,11183,"planted","pasture","Pasture/Hay","#DBD83D",46.8747205579898
"Chatham-06","81",2006,5141,11183,"planted","pasture","Pasture/Hay","#DBD83D",45.9715639810426
"Chatham-06","81",2008,5129,11183,"planted","pasture","Pasture/Hay","#DBD83D",45.8642582491281
"Chatham-06","81",2011,5088,11183,"planted","pasture","Pasture/Hay","#DBD83D",45.4976303317536
"Chatham-06","81",2013,4989,11183,"planted","pasture","Pasture/Hay","#DBD83D",44.6123580434588
"Chatham-06","81",2016,4954,11183,"planted","pasture","Pasture/Hay","#DBD83D",44.2993829920415
"Chatham-06","81",2019,4881,11183,"planted","pasture","Pasture/Hay","#DBD83D",43.6466064562282
"Chatham-06","81",2021,4881,11183,"planted","pasture","Pasture/Hay","#DBD83D",43.6466064562282
"Chatham-06","82",2001,335,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",2.99561834928016
"Chatham-06","82",2004,335,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",2.99561834928016
"Chatham-06","82",2006,406,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.63051059644103
"Chatham-06","82",2008,406,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.63051059644103
"Chatham-06","82",2011,406,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.63051059644103
"Chatham-06","82",2013,406,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.63051059644103
"Chatham-06","82",2016,447,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.99713851381561
"Chatham-06","82",2019,378,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.38013055530716
"Chatham-06","82",2021,378,11183,"planted","cultivated crops","Cultivated Crops","#AA7028",3.38013055530716
"Chatham-06","90",2001,39,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.348743628722168
"Chatham-06","90",2004,39,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.348743628722168
"Chatham-06","90",2006,39,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.348743628722168
"Chatham-06","90",2008,22,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.196727175176607
"Chatham-06","90",2011,24,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.214611463829026
"Chatham-06","90",2013,24,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.214611463829026
"Chatham-06","90",2016,24,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.214611463829026
"Chatham-06","90",2019,32,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.286148618438702
"Chatham-06","90",2021,32,11183,"wetlands","wetlands","Woody Wetlands","#BAD8EA",0.286148618438702
"Chatham-06","95",2001,0,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-06","95",2004,0,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-06","95",2006,0,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0
"Chatham-06","95",2008,17,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.15201645354556
"Chatham-06","95",2011,12,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.107305731914513
"Chatham-06","95",2013,15,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.134132164893141
"Chatham-06","95",2016,15,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.134132164893141
"Chatham-06","95",2019,16,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.143074309219351
"Chatham-06","95",2021,16,11183,"wetlands","wetlands","Emergent Herbaceous Wetlands","#70A3BA",0.143074309219351
"Chatham-07","11",2001,10,11182,"water","water","Open Water","#476BA0",0.0894294401717045
"Chatham-07","11",2004,10,11182,"water","water","Open Water","#476BA0",0.0894294401717045
