,City,Species,Sample,UAI,SD,SE
9654,Istanbul_TR,Eurasian Curlew,187,1.353248081,0.632018251,0.046217752
10935,Lisbon_PT,Eurasian Curlew,1683,1.463192405,1.058472888,0.025801068
11312,London_GB,Eurasian Curlew,4574,0.906394043,1.009666836,0.014928976
13791,Mumbai_IN,Eurasian Curlew,806,1.387746063,1.008917125,0.03553759
14016,Munich_DE,Eurasian Curlew,334,0.266410277,0.857211079,0.046904503
15929,Oulu_FI,Eurasian Curlew,672,1.451504791,1.444595616,0.055726486
16977,Port_Blair_IN,Eurasian Curlew,195,0.855395737,0.596152822,0.04269139
18069,Salalah_OM,Eurasian Curlew,112,2.772591708,0.976245625,0.092246541
20193,Seoul_KR,Eurasian Curlew,197,2.174304714,1.078159932,0.076815715
20495,Shenzhen_CN,Eurasian Curlew,446,2.161678981,0.312264702,0.014786162
21072,Stockholm_SE,Eurasian Curlew,238,0.761539621,1.085283017,0.070348449
21548,Taipei_TW,Eurasian Curlew,236,1.703149674,0.617665488,0.040206599
10983,Lisbon_PT,Eurasian Eagle-Owl,136,1.148358382,0.914547437,0.078421796
11857,Madrid_ES,Eurasian Eagle-Owl,754,1.282364077,1.328330847,0.048374956
142,A_Coruna_ES,Eurasian Golden Oriole,109,0.35426204,0.522565739,0.05005272
1467,Barcelona_ES,Eurasian Golden Oriole,1104,2.07649641,1.199387618,0.036097325
2129,Berlin_DE,Eurasian Golden Oriole,235,0.472009344,0.769537671,0.050199103
3300,Budapest_HU,Eurasian Golden Oriole,481,0.486241213,0.82800249,0.037753664
9618,Istanbul_TR,Eurasian Golden Oriole,258,1.738552677,1.415402161,0.08811909
10590,Kyiv_UA,Eurasian Golden Oriole,120,1.209462173,1.256509129,0.114703066
10941,Lisbon_PT,Eurasian Golden Oriole,264,1.445082362,1.237063958,0.076136024
11728,Lyon_FR,Eurasian Golden Oriole,200,0.612718358,0.922148385,0.065205738
11846,Madrid_ES,Eurasian Golden Oriole,3507,1.369548268,1.239504013,0.020930522
14008,Munich_DE,Eurasian Golden Oriole,231,0.299161668,0.625877791,0.041179735
20246,Sevastopol_UA,Eurasian Golden Oriole,145,0.078207821,0.361307099,0.030004921
20879,Sofia_BG,Eurasian Golden Oriole,374,1.089391729,0.969800672,0.050147199
21677,Tehran_IR,Eurasian Golden Oriole,120,3.182545332,1.511975519,0.13802385
22963,Warsaw_PL,Eurasian Golden Oriole,161,1.244442424,1.304385064,0.102799944
2079,Berlin_DE,Eurasian Green Woodpecker,620,1.459138644,1.204965204,0.048392567
3242,Budapest_HU,Eurasian Green Woodpecker,1014,1.231220815,1.345138206,0.042242336
9641,Istanbul_TR,Eurasian Green Woodpecker,247,1.46042729,1.235580144,0.078618082
11244,London_GB,Eurasian Green Woodpecker,23907,1.434699349,1.20729103,0.007808173
11683,Lyon_FR,Eurasian Green Woodpecker,863,1.162515001,1.117063391,0.03802528
13944,Munich_DE,Eurasian Green Woodpecker,1087,0.79929279,0.956880352,0.029023038
18032,Rome_IT,Eurasian Green Woodpecker,420,1.429122208,1.307837373,0.063815929
20809,Sofia_BG,Eurasian Green Woodpecker,1524,2.164808311,1.305207325,0.033433898
20995,Stockholm_SE,Eurasian Green Woodpecker,1131,1.626476947,1.617568607,0.048098486
22919,Warsaw_PL,Eurasian Green Woodpecker,284,1.988192519,1.348907167,0.080042914
1512,Barcelona_ES,Eurasian Griffon,399,0.577060752,1.002137265,0.050169615
11016,Lisbon_PT,Eurasian Griffon,149,0.82248426,1.086440042,0.089004636
11844,Madrid_ES,Eurasian Griffon,9565,1.37748868,1.361540756,0.013921568
121,A_Coruna_ES,Eurasian Hobby,185,0.69733547,0.966746817,0.07107664
1492,Barcelona_ES,Eurasian Hobby,318,1.688549607,1.275273196,0.07151377
1603,Beijing_CN,Eurasian Hobby,226,1.65635275,1.236505113,0.082251097
3308,Budapest_HU,Eurasian Hobby,157,0.419566606,0.829954119,0.06623755
6546,Delhi_IN,Eurasian Hobby,171,2.574111519,0.767585342,0.058698718
9563,Istanbul_TR,Eurasian Hobby,414,2.376076985,1.311579106,0.064460596
10968,Lisbon_PT,Eurasian Hobby,139,1.22059773,1.076190663,0.091281301
11289,London_GB,Eurasian Hobby,2563,1.047238391,1.147454513,0.022665285
11881,Madrid_ES,Eurasian Hobby,189,1.087053549,1.251579774,0.091039033
13837,Mumbai_IN,Eurasian Hobby,111,1.063393808,1.034834582,0.098222152
14002,Munich_DE,Eurasian Hobby,223,0.32921233,0.69655132,0.046644526
15937,Oulu_FI,Eurasian Hobby,156,1.354154499,1.245073188,0.099685635
20139,Seoul_KR,Eurasian Hobby,276,2.990423538,1.086659311,0.065409204
20256,Sevastopol_UA,Eurasian Hobby,134,0.025193804,0.238100613,0.02056876
20491,Shenzhen_CN,Eurasian Hobby,138,2.189591777,0.948301305,0.080724768
21067,Stockholm_SE,Eurasian Hobby,366,0.827728357,1.111064134,0.058076253
131,A_Coruna_ES,Eurasian Hoopoe,263,0.5123081,0.707809478,0.043645402
835,Athens_GR,Eurasian Hoopoe,1086,2.915982567,1.645320303,0.049927008
1196,Bangkok_TH,Eurasian Hoopoe,281,1.760830468,1.130335368,0.067430155
1428,Barcelona_ES,Eurasian Hoopoe,2567,2.713701104,1.292634553,0.025513076
1562,Beijing_CN,Eurasian Hoopoe,1188,2.384949424,0.993170448,0.028814797
1705,Beirut_LB,Eurasian Hoopoe,374,1.165086009,1.19646243,0.061867599
1949,Bengaluru_IN,Eurasian Hoopoe,2357,1.427501665,1.088419249,0.02241901
3304,Budapest_HU,Eurasian Hoopoe,251,0.46009996,0.822965089,0.051945096
3960,Cape_Town_ZA,Eurasian Hoopoe,149,0.824261763,1.077646061,0.088284205
4285,Casablanca_MA,Eurasian Hoopoe,164,2.729824821,0.911487369,0.071175206
6613,Delhi_IN,Eurasian Hoopoe,3432,2.063843643,1.148969619,0.019612588
7061,Dhaka_BD,Eurasian Hoopoe,149,1.214793415,0.906223707,0.074240739
7219,Dubai_AE,Eurasian Hoopoe,2367,3.234804463,1.174873539,0.024148602
7451,Durban_ZA,Eurasian Hoopoe,276,1.326908849,0.836481911,0.050350294
9633,Istanbul_TR,Eurasian Hoopoe,453,1.557626939,1.384138266,0.065032489
10016,Johannesburg_ZA,Eurasian Hoopoe,1136,2.618667633,0.873718858,0.025922838
10605,Las_Palmas_de_Gran_Canaria_ES,Eurasian Hoopoe,541,3.255102326,1.005473679,0.04322869
10880,Lisbon_PT,Eurasian Hoopoe,4431,2.006017813,1.42430778,0.021397004
11812,Madrid_ES,Eurasian Hoopoe,5983,1.671572617,1.442082821,0.01864364
13780,Mumbai_IN,Eurasian Hoopoe,1005,1.493958356,1.00806105,0.031798293
14172,Nagpur_IN,Eurasian Hoopoe,535,0.733536956,0.944012472,0.040813218
14428,Nairobi_KE,Eurasian Hoopoe,192,0.804231204,0.813221211,0.058689186
18023,Rome_IT,Eurasian Hoopoe,130,1.714297769,1.517507282,0.133094193
18141,Salalah_OM,Eurasian Hoopoe,163,1.70508502,1.310713516,0.102663006
20267,Sevastopol_UA,Eurasian Hoopoe,152,0.005287006,0.049429694,0.004009278
20297,Shanghai_CN,Eurasian Hoopoe,327,2.712662268,1.123164456,0.062111136
20900,Sofia_BG,Eurasian Hoopoe,220,0.850228521,0.972581786,0.065571451
21458,Taipei_TW,Eurasian Hoopoe,252,2.154892799,0.706004628,0.044474111
21707,Tehran_IR,Eurasian Hoopoe,224,1.669852945,1.486220439,0.09930228
21812,Thiruvananthapuram_IN,Eurasian Hoopoe,212,0.660344347,0.88522997,0.060797844
22714,Udaipur_IN,Eurasian Hoopoe,111,1.302598074,0.94609931,0.089799773
22856,Visakhapatnam_IN,Eurasian Hoopoe,137,1.365894581,0.82694016,0.070650266
1,A_Coruna_ES,Eurasian Jackdaw,526,3.888940729,0.533619209,0.023266903
1337,Barcelona_ES,Eurasian Jackdaw,1022,3.243389353,1.77880398,0.055641989
1769,Beirut_LB,Eurasian Jackdaw,248,0.760531653,0.796032851,0.050548137
2063,Berlin_DE,Eurasian Jackdaw,182,1.729584242,1.380393059,0.102321541
3232,Budapest_HU,Eurasian Jackdaw,333,1.463499945,1.59102463,0.087187613
4252,Casablanca_MA,Eurasian Jackdaw,536,3.369101479,1.162667787,0.0502196
5599,Cork_IE,Eurasian Jackdaw,1494,1.360630237,1.260344771,0.032607242
7705,Glasgow_GB,Eurasian Jackdaw,48574,2.35662514,0.567994974,0.002577167
9529,Istanbul_TR,Eurasian Jackdaw,4339,2.849828316,1.418159714,0.02152932
10535,Kyiv_UA,Eurasian Jackdaw,406,2.638396381,0.858250896,0.042594277
11236,London_GB,Eurasian Jackdaw,55045,1.49873245,1.164228789,0.004962259
11652,Lyon_FR,Eurasian Jackdaw,380,1.809099553,1.236421117,0.063427065
11768,Madrid_ES,Eurasian Jackdaw,6519,2.234566642,1.375864819,0.017040615
13536,Moscow_RU,Eurasian Jackdaw,692,3.905278857,1.140938149,0.043371961
13929,Munich_DE,Eurasian Jackdaw,527,0.905704762,0.969055775,0.042212733
15873,Oulu_FI,Eurasian Jackdaw,809,1.79667303,1.513441719,0.053209777
18013,Rome_IT,Eurasian Jackdaw,413,2.251644931,1.724474371,0.084855836
20251,Sevastopol_UA,Eurasian Jackdaw,700,0.038178197,0.259924698,0.00982423
20792,Sofia_BG,Eurasian Jackdaw,778,2.662044254,1.206657914,0.043260782
20955,Stockholm_SE,Eurasian Jackdaw,4343,2.075561507,1.669685553,0.025336101
22896,Warsaw_PL,Eurasian Jackdaw,949,2.911577828,1.294662994,0.042026539
108,A_Coruna_ES,Eurasian Jay,3415,0.849938965,1.011054818,0.017301324
845,Athens_GR,Eurasian Jay,1221,2.733661182,1.491065945,0.042671609
1466,Barcelona_ES,Eurasian Jay,5668,2.106449171,1.138912862,0.015127793
1713,Beirut_LB,Eurasian Jay,1016,1.103349896,0.92238576,0.028937815
2051,Berlin_DE,Eurasian Jay,1822,1.850675496,1.24375548,0.029138073
3243,Budapest_HU,Eurasian Jay,1295,1.222001308,1.305143256,0.036267974
5648,Cork_IE,Eurasian Jay,115,0.813404481,1.07222055,0.099985082
7835,Glasgow_GB,Eurasian Jay,498,0.922960508,0.988253587,0.044284702
9592,Istanbul_TR,Eurasian Jay,1773,2.028792616,1.435604468,0.034094194
10562,Kyiv_UA,Eurasian Jay,450,1.983861741,1.168206061,0.055069762
10836,Lisbon_PT,Eurasian Jay,9936,2.787700276,1.569088874,0.015741342
11213,London_GB,Eurasian Jay,24492,1.77074202,1.293730802,0.008266693
11715,Lyon_FR,Eurasian Jay,958,0.882046582,1.055305867,0.034095385
11935,Madrid_ES,Eurasian Jay,2307,0.612489103,0.921077016,0.019176624
13571,Moscow_RU,Eurasian Jay,561,3.388100642,1.225007088,0.05171984
13948,Munich_DE,Eurasian Jay,1470,0.785305554,0.971424144,0.02533671
15971,Oulu_FI,Eurasian Jay,438,1.014411303,1.258576199,0.060137097
18041,Rome_IT,Eurasian Jay,339,1.225820272,1.147326359,0.062314214
20122,Seoul_KR,Eurasian Jay,945,3.119810055,1.006544271,0.032742888
20214,Sevastopol_UA,Eurasian Jay,206,0.32889348,0.685312159,0.047747961
20802,Sofia_BG,Eurasian Jay,2611,2.314327936,1.324573771,0.025922251
20944,Stockholm_SE,Eurasian Jay,2057,2.304594005,1.726301996,0.038062703
21626,Taipei_TW,Eurasian Jay,438,0.09322012,0.389757064,0.018623313
22184,Tokyo_JP,Eurasian Jay,242,1.396869239,1.269594695,0.081612638
22931,Warsaw_PL,Eurasian Jay,785,1.811567902,1.357916598,0.048466122
134,A_Coruna_ES,Eurasian Kestrel,896,0.498942772,0.810853721,0.027088722
867,Athens_GR,Eurasian Kestrel,1631,2.065881133,1.694571182,0.041959745
1194,Bangkok_TH,Eurasian Kestrel,164,1.786828626,1.225684212,0.095709857
1420,Barcelona_ES,Eurasian Kestrel,4084,2.768132121,1.331306825,0.020832207
1598,Beijing_CN,Eurasian Kestrel,688,1.746857794,1.24782752,0.047572978
1730,Beirut_LB,Eurasian Kestrel,1184,1.00138773,0.951993804,0.027666758
1940,Bengaluru_IN,Eurasian Kestrel,794,1.517683634,1.173650433,0.041651295
2082,Berlin_DE,Eurasian Kestrel,878,1.39171077,1.239941835,0.04184601
3289,Budapest_HU,Eurasian Kestrel,923,0.58585548,1.114678653,0.036690095
4260,Casablanca_MA,Eurasian Kestrel,1103,3.157534813,1.109188489,0.03339778
5652,Cork_IE,Eurasian Kestrel,165,0.682678863,1.013092574,0.07886915
6719,Delhi_IN,Eurasian Kestrel,410,1.483066269,1.11662717,0.055146285
7038,Dhaka_BD,Eurasian Kestrel,170,1.86541984,1.063768018,0.081587283
7321,Dubai_AE,Eurasian Kestrel,240,2.11337105,1.557068228,0.100508322
7787,Glasgow_GB,Eurasian Kestrel,1011,1.57320889,1.173021882,0.036891859
9589,Istanbul_TR,Eurasian Kestrel,687,2.046575281,1.427042722,0.054445076
10582,Kyiv_UA,Eurasian Kestrel,236,1.568865128,1.285164376,0.083657075
10636,Las_Palmas_de_Gran_Canaria_ES,Eurasian Kestrel,1933,2.547005089,1.290385335,0.029349688
10878,Lisbon_PT,Eurasian Kestrel,11767,2.025253534,1.453991138,0.013403829
11266,London_GB,Eurasian Kestrel,19419,1.228657093,1.200790698,0.008616956
11708,Lyon_FR,Eurasian Kestrel,560,0.976637331,1.165361129,0.049245496
11788,Madrid_ES,Eurasian Kestrel,7177,1.944690761,1.605553097,0.018951919
13555,Moscow_RU,Eurasian Kestrel,216,3.597750572,1.434437787,0.097601129
13831,Mumbai_IN,Eurasian Kestrel,461,1.115264464,0.92339466,0.043006777
13947,Munich_DE,Eurasian Kestrel,1866,0.78860688,0.981689668,0.022725759
15978,Oulu_FI,Eurasian Kestrel,278,0.929810238,1.138026124,0.068254271
18011,Rome_IT,Eurasian Kestrel,755,2.259980306,1.781323168,0.064828988
18144,Salalah_OM,Eurasian Kestrel,347,1.581717874,1.172137325,0.062923628
20150,Seoul_KR,Eurasian Kestrel,560,2.873682956,1.135769483,0.047995021
20243,Sevastopol_UA,Eurasian Kestrel,537,0.102106394,0.412901916,0.017818033
20328,Shanghai_CN,Eurasian Kestrel,167,1.808179047,1.327351106,0.102713512
20406,Shenzhen_CN,Eurasian Kestrel,292,2.639530649,0.964560677,0.056446644
20843,Sofia_BG,Eurasian Kestrel,1208,1.559023113,1.312708492,0.037768943
21051,Stockholm_SE,Eurasian Kestrel,576,1.028813587,1.226496097,0.051104004
21464,Taipei_TW,Eurasian Kestrel,1824,2.138565127,0.846676127,0.019824621
21696,Tehran_IR,Eurasian Kestrel,491,2.075681585,1.506325433,0.067979515
21868,Thiruvananthapuram_IN,Eurasian Kestrel,144,0.308558475,0.650229743,0.054185812
22162,Tokyo_JP,Eurasian Kestrel,338,2.243664862,1.183225282,0.064358971
22936,Warsaw_PL,Eurasian Kestrel,233,1.723167738,1.526858916,0.100027853
86,A_Coruna_ES,Eurasian Linnet,3125,1.089744668,1.25235919,0.022402882
916,Athens_GR,Eurasian Linnet,233,1.23900299,1.131656408,0.074137276
1481,Barcelona_ES,Eurasian Linnet,1071,1.881863666,1.301882841,0.039781135
1759,Beirut_LB,Eurasian Linnet,645,0.806714694,0.743192715,0.029263185
2132,Berlin_DE,Eurasian Linnet,245,0.388422109,0.794397211,0.050752176
3288,Budapest_HU,Eurasian Linnet,603,0.587772433,0.726690538,0.029593126
4311,Casablanca_MA,Eurasian Linnet,335,2.181215007,1.135171708,0.062021056
5653,Cork_IE,Eurasian Linnet,368,0.665104764,0.903891033,0.047118577
7745,Glasgow_GB,Eurasian Linnet,3516,1.826521347,0.791315928,0.013345212
10957,Lisbon_PT,Eurasian Linnet,7967,1.295638089,1.143362199,0.012809625
11285,London_GB,Eurasian Linnet,15889,1.098902639,1.174074826,0.009314241
11688,Lyon_FR,Eurasian Linnet,138,1.130820065,1.091127559,0.092882946
11814,Madrid_ES,Eurasian Linnet,10298,1.664092316,1.429972459,0.014091305
13964,Munich_DE,Eurasian Linnet,298,0.656384281,0.764726879,0.044299439
15920,Oulu_FI,Eurasian Linnet,288,1.543703428,1.31353421,0.077400746
20258,Sevastopol_UA,Eurasian Linnet,680,0.023906872,0.179360843,0.006878174
20916,Sofia_BG,Eurasian Linnet,315,0.614738508,0.865259878,0.048751871
21008,Stockholm_SE,Eurasian Linnet,758,1.499316779,1.653814637,0.060069253
21704,Tehran_IR,Eurasian Linnet,227,1.701762653,1.345474107,0.089302253
7,A_Coruna_ES,Eurasian Magpie,5491,2.136810093,1.477010345,0.019932318
833,Athens_GR,Eurasian Magpie,5269,2.938031831,1.589201257,0.02189348
1334,Barcelona_ES,Eurasian Magpie,14587,3.285829909,1.128014536,0.009339674
2042,Berlin_DE,Eurasian Magpie,1390,1.940834184,1.286022839,0.034493819
3227,Budapest_HU,Eurasian Magpie,1887,1.674089591,1.555764821,0.035814426
5602,Cork_IE,Eurasian Magpie,977,1.357709758,1.269588945,0.040617749
7706,Glasgow_GB,Eurasian Magpie,20289,2.346602081,0.782075311,0.00549058
9537,Istanbul_TR,Eurasian Magpie,4497,2.739337945,1.459458311,0.021763576
10552,Kyiv_UA,Eurasian Magpie,1142,2.153158373,1.133101132,0.03353016
10887,Lisbon_PT,Eurasian Magpie,3433,1.916072869,1.14421548,0.019528591
11187,London_GB,Eurasian Magpie,83859,1.962832872,1.339294065,0.004624887
11653,Lyon_FR,Eurasian Magpie,1085,1.799234765,1.30069084,0.039487461
11750,Madrid_ES,Eurasian Magpie,36183,2.612743065,1.507310869,0.007924111
13587,Moscow_RU,Eurasian Magpie,736,3.100306531,1.299497383,0.047900109
13917,Munich_DE,Eurasian Magpie,1716,1.025202964,1.068576578,0.025795682
15851,Oulu_FI,Eurasian Magpie,1456,2.134407503,1.50872818,0.039539422
18033,Rome_IT,Eurasian Magpie,736,1.42829451,1.398632176,0.051554266
20242,Sevastopol_UA,Eurasian Magpie,1100,0.107510357,0.425210983,0.012820594
20794,Sofia_BG,Eurasian Magpie,3437,2.571590505,1.253598443,0.021383002
20937,Stockholm_SE,Eurasian Magpie,6042,2.566641459,1.601447121,0.02060261
21684,Tehran_IR,Eurasian Magpie,1887,2.835768409,1.478342194,0.034032121
22903,Warsaw_PL,Eurasian Magpie,1214,2.518571304,1.429627046,0.041031124
137,A_Coruna_ES,Eurasian Marsh-Harrier,315,0.463043124,0.397000419,0.02236844
917,Athens_GR,Eurasian Marsh-Harrier,344,1.238041496,1.454229222,0.078406785
1446,Barcelona_ES,Eurasian Marsh-Harrier,1526,2.43408146,1.287886986,0.032968599
1746,Beirut_LB,Eurasian Marsh-Harrier,460,0.875847127,0.814066613,0.037956052
1867,Bengaluru_IN,Eurasian Marsh-Harrier,2711,2.350149539,1.200270755,0.023052311
2138,Berlin_DE,Eurasian Marsh-Harrier,312,0.282448736,0.629020095,0.03561125
3340,Budapest_HU,Eurasian Marsh-Harrier,861,0.245537321,0.527113367,0.017963975
4321,Casablanca_MA,Eurasian Marsh-Harrier,209,1.989633841,0.836932825,0.057891854
6637,Delhi_IN,Eurasian Marsh-Harrier,1764,1.906968985,0.994634522,0.023681774
7294,Dubai_AE,Eurasian Marsh-Harrier,1151,2.495478553,1.280634788,0.037747451
9634,Istanbul_TR,Eurasian Marsh-Harrier,862,1.529943626,1.088700707,0.037081293
10999,Lisbon_PT,Eurasian Marsh-Harrier,7145,0.984758802,0.967494926,0.011445838
11350,London_GB,Eurasian Marsh-Harrier,4398,0.470981188,0.849412509,0.012808287
11885,Madrid_ES,Eurasian Marsh-Harrier,5769,1.044786119,0.989897664,0.013032869
13690,Mumbai_IN,Eurasian Marsh-Harrier,3297,2.001534494,0.81851368,0.014254975
14032,Munich_DE,Eurasian Marsh-Harrier,375,0.172552652,0.433033978,0.022361778
15951,Oulu_FI,Eurasian Marsh-Harrier,492,1.183470028,1.216844816,0.054859601
18056,Rome_IT,Eurasian Marsh-Harrier,290,0.890030131,1.050624455,0.061694792
18075,Salalah_OM,Eurasian Marsh-Harrier,287,2.620450433,0.942130659,0.055612214
20250,Sevastopol_UA,Eurasian Marsh-Harrier,118,0.045300976,0.197573176,0.018188085
20919,Sofia_BG,Eurasian Marsh-Harrier,486,0.589639659,0.775448942,0.035175078
21077,Stockholm_SE,Eurasian Marsh-Harrier,1311,0.682159621,0.984470698,0.027189514
21722,Tehran_IR,Eurasian Marsh-Harrier,235,0.572537457,0.749424838,0.048887086
21827,Thiruvananthapuram_IN,Eurasian Marsh-Harrier,221,0.578620183,0.684916141,0.046072445
22974,Warsaw_PL,Eurasian Marsh-Harrier,260,0.891812718,1.083242123,0.067179825
6,A_Coruna_ES,Eurasian Moorhen,1261,2.18628525,1.314909429,0.037028686
563,Antananarivo_MG,Eurasian Moorhen,282,1.807650712,0.787535745,0.046897071
879,Athens_GR,Eurasian Moorhen,788,1.844896279,1.548995054,0.055180664
1211,Bangkok_TH,Eurasian Moorhen,517,1.471799579,0.797931402,0.035092983
1353,Barcelona_ES,Eurasian Moorhen,5241,3.105248577,0.93879439,0.012967713
1575,Beijing_CN,Eurasian Moorhen,1002,2.15555558,0.930878364,0.029407566
1757,Beirut_LB,Eurasian Moorhen,501,0.825063818,0.759626037,0.033937588
1822,Bengaluru_IN,Eurasian Moorhen,4063,2.753085561,1.108244447,0.0173865
2026,Berlin_DE,Eurasian Moorhen,595,2.483843845,1.142265417,0.046828317
3270,Budapest_HU,Eurasian Moorhen,380,0.796030201,1.177236745,0.060390971
3832,Cape_Town_ZA,Eurasian Moorhen,1316,2.240621796,1.062564266,0.029290532
4316,Casablanca_MA,Eurasian Moorhen,340,2.074700259,0.68799894,0.037311981
5585,Cork_IE,Eurasian Moorhen,291,1.869904108,1.242395533,0.072830516
6264,Dakar_SN,Eurasian Moorhen,143,1.581082661,0.673250838,0.056300063
6580,Delhi_IN,Eurasian Moorhen,4471,2.29513572,1.100598599,0.016459878
7185,Dibrugarh_IN,Eurasian Moorhen,170,0.214183902,0.508445824,0.038996015
7297,Dubai_AE,Eurasian Moorhen,1102,2.473039714,1.370078569,0.04127192
7427,Durban_ZA,Eurasian Moorhen,279,1.488982745,1.204637471,0.072119759
7717,Glasgow_GB,Eurasian Moorhen,2918,2.118822511,1.089385189,0.020166885
9604,Istanbul_TR,Eurasian Moorhen,938,1.919875418,1.393652982,0.045504383
10053,Johannesburg_ZA,Eurasian Moorhen,1543,2.278491094,0.971652795,0.024735924
10446,Kota_Kinabalu_MY,Eurasian Moorhen,125,1.575057649,1.244934101,0.111350291
10553,Kyiv_UA,Eurasian Moorhen,241,2.145174172,1.018296206,0.065594225
10613,Las_Palmas_de_Gran_Canaria_ES,Eurasian Moorhen,1319,3.048562753,0.779211653,0.021455223
10890,Lisbon_PT,Eurasian Moorhen,9295,1.891148382,1.454224113,0.015083657
11191,London_GB,Eurasian Moorhen,45947,1.927119763,1.391372166,0.006491047
11654,Lyon_FR,Eurasian Moorhen,461,1.746640414,1.303902938,0.060728814
11760,Madrid_ES,Eurasian Moorhen,10506,2.429194507,1.461982581,0.014263414
13560,Moscow_RU,Eurasian Moorhen,126,3.548027053,0.740349929,0.065955614
13631,Mumbai_IN,Eurasian Moorhen,1086,2.310968787,0.799598087,0.024263689
13924,Munich_DE,Eurasian Moorhen,684,0.933704643,1.039376897,0.039741569
14139,Nagpur_IN,Eurasian Moorhen,398,1.038086313,0.727420324,0.036462286
14238,Naha_JP,Eurasian Moorhen,486,2.11205917,0.629714363,0.028564424
14358,Nairobi_KE,Eurasian Moorhen,419,1.293227307,0.802242969,0.039192134
16985,Port_Blair_IN,Eurasian Moorhen,702,0.767976334,0.617276191,0.023297588
17817,Quezon_City_PH,Eurasian Moorhen,985,1.522558189,1.118736405,0.035645906
18027,Rome_IT,Eurasian Moorhen,626,1.556906574,1.555365385,0.062164903
18107,Salalah_OM,Eurasian Moorhen,451,2.338050215,0.977006063,0.046005419
20131,Seoul_KR,Eurasian Moorhen,305,3.075019524,0.896063434,0.051308443
20207,Sevastopol_UA,Eurasian Moorhen,191,0.486449296,0.797483336,0.057703869
20305,Shanghai_CN,Eurasian Moorhen,965,2.625986545,1.168686341,0.037621344
20389,Shenzhen_CN,Eurasian Moorhen,1612,2.682681707,0.76821085,0.019133654
20761,Singapore_SG,Eurasian Moorhen,179,2.547587916,0.665961552,0.049776303
20811,Sofia_BG,Eurasian Moorhen,890,2.12440383,1.273309552,0.042681433
20932,Stockholm_SE,Eurasian Moorhen,703,2.727296016,1.630339339,0.061489413
21370,Taipei_TW,Eurasian Moorhen,19737,2.897902607,0.996806837,0.007095295
21706,Tehran_IR,Eurasian Moorhen,133,1.677219447,1.613930982,0.139945564
21774,Thiruvananthapuram_IN,Eurasian Moorhen,379,0.791994345,0.686546321,0.035265516
22123,Tokyo_JP,Eurasian Moorhen,558,2.813386548,1.168827111,0.049480397
22701,Udaipur_IN,Eurasian Moorhen,169,1.384375538,1.049181714,0.080706286
22874,Visakhapatnam_IN,Eurasian Moorhen,165,1.076136007,0.863117794,0.067193629
22908,Warsaw_PL,Eurasian Moorhen,177,2.365782707,0.94021059,0.070670556
1491,Barcelona_ES,Eurasian Nightjar,225,1.691486371,0.860461796,0.05736412
10930,Lisbon_PT,Eurasian Nightjar,202,1.496728817,1.085446548,0.076371753
11357,London_GB,Eurasian Nightjar,188,0.28780369,0.482000039,0.035153466
11923,Madrid_ES,Eurasian Nightjar,172,0.776774897,0.996130235,0.075954218
13945,Munich_DE,Eurasian Nutcracker,108,0.797915018,0.990120362,0.095274376
15855,Oulu_FI,Eurasian Nutcracker,183,1.989803067,1.43746474,0.106260451
20917,Sofia_BG,Eurasian Nutcracker,142,0.604277319,0.800118421,0.067144446
21033,Stockholm_SE,Eurasian Nutcracker,123,1.290178156,1.415833914,0.127661445
21642,Taipei_TW,Eurasian Nutcracker,382,0.021659386,0.137451755,0.007032644
116,A_Coruna_ES,Eurasian Nuthatch,684,0.770397091,0.944574509,0.036116709
1495,Barcelona_ES,Eurasian Nuthatch,1260,1.619720854,1.244675852,0.03506477
2045,Berlin_DE,Eurasian Nuthatch,1666,1.919842423,1.240341258,0.03038811
3253,Budapest_HU,Eurasian Nuthatch,1071,1.084855402,1.322396737,0.04040797
7800,Glasgow_GB,Eurasian Nuthatch,878,1.458635132,1.099954934,0.037121681
9639,Istanbul_TR,Eurasian Nuthatch,205,1.492755634,1.206686719,0.084278656
10557,Kyiv_UA,Eurasian Nuthatch,440,2.03173019,1.149558804,0.054803066
10989,Lisbon_PT,Eurasian Nuthatch,3935,1.07944234,1.090007574,0.017376294
11254,London_GB,Eurasian Nuthatch,12548,1.320842793,1.186463828,0.010591738
11718,Lyon_FR,Eurasian Nuthatch,297,0.815983317,1.027201211,0.05960426
11847,Madrid_ES,Eurasian Nuthatch,4075,1.352536013,1.221104947,0.019128864
13559,Moscow_RU,Eurasian Nuthatch,747,3.553434638,1.071982273,0.03922178
13927,Munich_DE,Eurasian Nuthatch,2516,0.92815742,1.067409891,0.02128021
18040,Rome_IT,Eurasian Nuthatch,192,1.229608958,1.154687752,0.083332411
20175,Seoul_KR,Eurasian Nuthatch,581,2.57600777,1.296972097,0.053807469
20805,Sofia_BG,Eurasian Nuthatch,1280,2.240149585,1.322363963,0.036961196
20951,Stockholm_SE,Eurasian Nuthatch,5208,2.108399085,1.590286089,0.022036356
21627,Taipei_TW,Eurasian Nuthatch,642,0.089119007,0.255193588,0.010071688
22913,Warsaw_PL,Eurasian Nuthatch,342,2.159299305,1.458271179,0.078854274
46,A_Coruna_ES,Eurasian Oystercatcher,1063,1.476786011,1.045918206,0.032079759
5641,Cork_IE,Eurasian Oystercatcher,878,0.911454247,1.033116358,0.034865988
7305,Dubai_AE,Eurasian Oystercatcher,334,2.35532921,1.052078031,0.057567149
