,City,Species,Sample,UAI,SD,SE
14539,Nashville_US,American Goldfinch,33696,1.601693879,1.084300561,0.005906912
14981,New_Orleans_US,American Goldfinch,8364,2.023010552,1.188324543,0.012993557
15300,New_York_City_US,American Goldfinch,313208,1.870882467,1.24036559,0.002216324
15434,Oklahoma_City_US,American Goldfinch,11689,2.092798074,1.099658402,0.010171128
15671,Omaha_US,American Goldfinch,23333,1.928269792,1.3763407,0.009010329
16805,Phoenix_US,American Goldfinch,547,1.819046535,1.409319696,0.060258159
18197,Salt_Lake_City_US,American Goldfinch,24351,1.957513637,1.326041911,0.00849765
18556,San_Angelo_US,American Goldfinch,498,0.672993084,0.836236875,0.03747267
18770,San_Francisco_US,American Goldfinch,65398,1.493666079,1.214965839,0.004750965
19759,Saskatoon_CA,American Goldfinch,2534,2.260804111,1.643433832,0.032647424
19910,Seattle_US,American Goldfinch,97061,1.655861766,1.179866673,0.003787133
21988,Thunder_Bay_CA,American Goldfinch,2600,1.109649936,1.356096696,0.026595244
22267,Toronto_CA,American Goldfinch,227925,2.338219048,1.2566728,0.002632245
23091,Winnipeg_CA,American Goldfinch,12100,2.025201761,1.528477127,0.013895247
748,Asuncion_PY,American Kestrel,141,2.162591476,1.807293968,0.152201609
1085,Bahia_Blanca_AR,American Kestrel,223,0.639323586,1.228361604,0.082257177
2281,Billings_US,American Kestrel,709,0.543158665,1.045797979,0.039275768
2570,Bogota_CO,American Kestrel,843,0.815103264,1.16266021,0.040044145
3507,Buenos_Aires_AR,American Kestrel,935,2.716803984,1.594403772,0.052142579
3719,Calgary_CA,American Kestrel,1085,1.75159953,1.545596537,0.046922513
4497,Charlotte_US,American Kestrel,1067,1.315538269,1.24583997,0.038139944
4625,Chicago_US,American Kestrel,22154,2.524990955,1.486546919,0.009987402
4797,Chiclayo_PE,American Kestrel,480,1.162276902,1.4385813,0.065661952
5091,Ciudad_Juarez_MX,American Kestrel,5380,1.458377554,1.234250979,0.016827219
5262,Coatzacoalcos_MX,American Kestrel,134,1.757229083,1.824918157,0.157648918
5454,Cordoba_AR,American Kestrel,1606,1.559982039,1.594961584,0.039799485
5746,Cuiaba_BR,American Kestrel,122,0.330939116,0.738902598,0.066897098
5795,Cusco_PE,American Kestrel,2606,0.802190435,1.044921705,0.020468996
6837,Denver_US,American Kestrel,52045,1.671387482,1.176720132,0.005158028
8023,Guatemala_City_GT,American Kestrel,749,0.619069054,0.938299548,0.034284719
8620,Halifax_CA,American Kestrel,433,0.706751814,0.930646515,0.044724017
8704,Havana_CU,American Kestrel,1263,2.283727026,1.111698365,0.031281336
9179,Houston_US,American Kestrel,16085,1.513849727,1.245741391,0.009822394
9777,Jacksonville_US,American Kestrel,5704,1.534391868,1.075704229,0.014243054
10333,Kingston_JM,American Kestrel,1151,1.052107467,1.050018902,0.030949915
10729,Lima_PE,American Kestrel,1797,2.266088357,1.226691758,0.028937527
11482,Los_Angeles_US,American Kestrel,45761,2.55188804,1.121598749,0.00524312
12048,Managua_NI,American Kestrel,121,0.603485025,1.395147185,0.126831562
12331,Maracaibo_VE,American Kestrel,182,1.455241381,1.443966514,0.107033919
12715,Merida_MX,American Kestrel,317,1.185703568,1.504148564,0.0844814
12939,Mexico_City_MX,American Kestrel,1970,2.237936377,1.168721892,0.02633165
13240,Monterrey_MX,American Kestrel,745,1.317049669,1.398789686,0.051247689
13378,Montreal_CA,American Kestrel,8625,2.157710109,1.63816765,0.017639196
14654,Nashville_US,American Kestrel,6372,0.979125456,1.021596173,0.012797978
14734,Nassau_BS,American Kestrel,1365,2.426041786,1.149102312,0.03110229
14851,Neuquen_AR,American Kestrel,500,2.088119656,1.481450751,0.066252492
15065,New_Orleans_US,American Kestrel,4064,1.665086289,1.158829785,0.018177862
15237,New_York_City_US,American Kestrel,37279,2.132443131,1.481485939,0.007673004
15515,Oklahoma_City_US,American Kestrel,2392,1.686863894,1.204344099,0.024624646
15760,Omaha_US,American Kestrel,2207,1.396607971,1.332602623,0.028366091
16153,Panama_PA,American Kestrel,685,1.929405837,1.166089543,0.044553991
16766,Phoenix_US,American Kestrel,22913,2.192801658,1.29698362,0.008568277
17089,Porto_Alegre_BR,American Kestrel,412,3.645898227,1.188813277,0.058568626
17294,Puerto_Montt_CL,American Kestrel,688,0.62531254,0.641831831,0.024469609
17600,Puerto_Vallarta_MX,American Kestrel,712,0.518462943,0.787318378,0.029506004
17702,Punta_Arenas_CL,American Kestrel,490,1.315878064,1.308236128,0.059100084
18231,Salt_Lake_City_US,American Kestrel,21031,1.48509722,1.34545788,0.009277696
18567,San_Angelo_US,American Kestrel,604,0.619790385,0.808585946,0.032900896
18839,San_Francisco_US,American Kestrel,53756,0.973974886,1.038441842,0.004478873
18937,San_Miguel_de_Tucuman_AR,American Kestrel,158,0.784968619,1.115812527,0.088769278
18999,Santa_Cruz_de_la_Sierra_BO,American Kestrel,263,1.391571233,1.414397086,0.087215461
19145,Santiago_CL,American Kestrel,3485,1.832545919,1.602480833,0.0271451
19310,Santo_Domingo_DO,American Kestrel,737,2.440818777,1.60201816,0.059011097
19364,Sao_Paulo_BR,American Kestrel,502,3.359171598,1.161796877,0.051853532
19791,Saskatoon_CA,American Kestrel,179,1.589540696,1.51205425,0.113016241
20059,Seattle_US,American Kestrel,9234,0.714125539,1.028397022,0.010702023
22016,Thunder_Bay_CA,American Kestrel,561,0.823112426,1.066480601,0.045026846
22320,Toronto_CA,American Kestrel,9890,2.038952383,1.42943002,0.014373573
23161,Winnipeg_CA,American Kestrel,1719,1.10101434,1.283781737,0.030963729
4827,Chiclayo_PE,American Oystercatcher,300,0.569390128,0.844844772,0.048777136
8342,Guayaquil_EC,American Oystercatcher,126,0.97666927,0.940253778,0.083764464
9249,Houston_US,American Oystercatcher,4103,0.977366528,0.776693625,0.012125481
9888,Jacksonville_US,American Oystercatcher,2820,0.997263373,0.717820501,0.013517342
10745,Lima_PE,American Oystercatcher,1749,2.174204147,0.515530174,0.012327051
14769,Nassau_BS,American Oystercatcher,160,1.963417959,1.326885834,0.104899536
15054,New_Orleans_US,American Oystercatcher,518,1.721427438,1.255001086,0.055141582
15293,New_York_City_US,American Oystercatcher,37729,1.893037516,0.867241798,0.004464806
16283,Panama_PA,American Oystercatcher,198,1.04388742,0.926200713,0.065822219
17299,Puerto_Montt_CL,American Oystercatcher,1612,0.601371315,0.838660512,0.020888328
17477,Puerto_Vallarta_MX,American Oystercatcher,187,1.112421099,0.8580904,0.062749785
17747,Punta_Arenas_CL,American Oystercatcher,189,0.484868687,0.944687463,0.068715902
19146,Santiago_CL,American Oystercatcher,2304,1.826483372,0.817704535,0.017035511
19506,Sao_Paulo_BR,American Oystercatcher,107,2.049828607,0.771869025,0.074619395
523,Anchorage_US,American Pipit,875,1.496461165,1.352337596,0.045717355
1643,Beijing_CN,American Pipit,143,1.059677199,1.012572213,0.084675542
2273,Billings_US,American Pipit,192,0.635714577,1.112866161,0.080314197
3744,Calgary_CA,American Pipit,1111,1.24043421,1.486684757,0.044602773
4467,Charlotte_US,American Pipit,445,1.644121981,1.223042891,0.057977793
4691,Chicago_US,American Pipit,3381,2.167589959,1.313090618,0.022582505
5162,Ciudad_Juarez_MX,American Pipit,1114,0.91226825,1.119240559,0.033533651
6934,Denver_US,American Pipit,5615,1.090902319,1.068337971,0.014257185
8640,Halifax_CA,American Pipit,927,0.510644466,0.647834449,0.021277675
9113,Houston_US,American Pipit,9135,1.842627328,1.292419105,0.013522254
9739,Jacksonville_US,American Pipit,452,1.668365463,0.950414485,0.044703737
11480,Los_Angeles_US,American Pipit,19581,2.557797888,1.067376373,0.007627815
12991,Mexico_City_MX,American Pipit,540,1.877706399,1.012270249,0.043561176
13265,Monterrey_MX,American Pipit,212,0.9464642,0.947378104,0.065066195
13488,Montreal_CA,American Pipit,1212,1.190886515,1.291289231,0.037091314
14688,Nashville_US,American Pipit,871,0.592250225,0.833027531,0.028226061
14997,New_Orleans_US,American Pipit,1087,1.964314938,1.256373339,0.038106928
15308,New_York_City_US,American Pipit,7192,1.833341063,1.343206659,0.015838644
15550,Oklahoma_City_US,American Pipit,608,1.539646088,1.039230686,0.04214637
15819,Omaha_US,American Pipit,264,0.894994256,1.014049088,0.062410407
16825,Phoenix_US,American Pipit,7134,1.669966559,1.179566713,0.013965483
18319,Salt_Lake_City_US,American Pipit,2275,0.922727693,1.232627912,0.025842903
18617,San_Angelo_US,American Pipit,231,0.31854871,0.487501011,0.032075212
18790,San_Francisco_US,American Pipit,19819,1.35465236,1.165705453,0.008280336
20003,Seattle_US,American Pipit,5837,1.099620621,1.260295976,0.016495964
21535,Taipei_TW,American Pipit,310,1.744241938,0.643999722,0.036576726
22035,Thunder_Bay_CA,American Pipit,224,0.671678205,1.027815129,0.068673787
22165,Tokyo_JP,American Pipit,383,2.175777279,1.116172567,0.057033754
22371,Toronto_CA,American Pipit,3083,1.639605761,1.28606355,0.023161979
23167,Winnipeg_CA,American Pipit,133,1.015982752,1.311986455,0.113763654
9431,Iquitos_PE,American Pygmy Kingfisher,101,0.148765441,0.658650711,0.065538195
12780,Merida_MX,American Pygmy Kingfisher,197,0.855599005,0.870748573,0.062038267
16253,Panama_PA,American Pygmy Kingfisher,757,1.238748538,0.908049322,0.033003614
2187,Billings_US,American Redstart,422,1.47937521,0.939453965,0.045731904
2426,Bogota_CO,American Redstart,2356,1.273789887,1.410076968,0.029050605
3602,Calgary_CA,American Redstart,1743,2.991443834,1.138632895,0.027273133
4107,Caracas_VE,American Redstart,1307,2.388989168,1.401040951,0.038753688
4372,Charlotte_US,American Redstart,3888,2.170013912,1.190021899,0.019084985
4589,Chicago_US,American Redstart,41560,2.721262678,1.372148119,0.006730746
5296,Coatzacoalcos_MX,American Redstart,508,1.043616245,1.653991573,0.073384009
6881,Denver_US,American Redstart,1005,1.394109092,1.197603045,0.037777208
7876,Guatemala_City_GT,American Redstart,709,1.16848666,1.145853044,0.043033414
8547,Halifax_CA,American Redstart,5774,1.131552665,1.166249227,0.015348042
8693,Havana_CU,American Redstart,2127,2.405212949,1.04101248,0.022572112
9064,Houston_US,American Redstart,9793,2.024591113,1.101639797,0.011132219
9762,Jacksonville_US,American Redstart,9088,1.599309886,1.068146093,0.011204604
10349,Kingston_JM,American Redstart,1729,0.860108017,1.029478012,0.024758229
11382,Los_Angeles_US,American Redstart,1138,2.987049437,0.920026553,0.027272769
12013,Managua_NI,American Redstart,234,1.070213261,0.75683916,0.049476124
12698,Merida_MX,American Redstart,872,1.361219147,1.324112264,0.044840099
12850,Mexico_City_MX,American Redstart,165,2.998199849,0.90171884,0.070198717
13385,Montreal_CA,American Redstart,26613,2.114711511,1.435317065,0.008798344
14553,Nashville_US,American Redstart,2960,1.510984882,1.048701746,0.019275521
14739,Nassau_BS,American Redstart,1268,2.369578553,1.287568655,0.03615853
14944,New_Orleans_US,American Redstart,2827,2.241109992,1.064688443,0.020024406
15224,New_York_City_US,American Redstart,84006,2.19099493,1.457493453,0.005028651
15398,Oklahoma_City_US,American Redstart,252,2.574692624,1.57033981,0.09892211
15662,Omaha_US,American Redstart,2328,2.004711865,1.189015903,0.024643147
16258,Panama_PA,American Redstart,606,1.232361541,1.20784045,0.049065164
16756,Phoenix_US,American Redstart,260,2.269415884,1.160589239,0.071976689
17482,Puerto_Vallarta_MX,American Redstart,836,1.089073377,1.200056417,0.041504819
19300,Santo_Domingo_DO,American Redstart,644,2.676824445,1.390548029,0.054795269
19754,Saskatoon_CA,American Redstart,649,2.420964522,1.754117743,0.068855144
22036,Thunder_Bay_CA,American Redstart,1693,0.661484187,1.047531352,0.025458836
22311,Toronto_CA,American Redstart,25044,2.115497511,1.274260129,0.008052046
23072,Winnipeg_CA,American Redstart,4587,2.263638959,1.604749075,0.023694239
479,Anchorage_US,American Robin,12786,2.135870306,1.547480427,0.01368541
2188,Billings_US,American Robin,6318,1.467276185,1.225987018,0.015423966
3624,Calgary_CA,American Robin,41849,2.756875047,1.332509714,0.006513701
4358,Charlotte_US,American Robin,34340,2.264461791,1.122981954,0.00606
4607,Chicago_US,American Robin,320287,2.643083771,1.315847833,0.00232507
5019,Ciudad_Juarez_MX,American Robin,6823,2.018550032,1.328962771,0.016088855
6790,Denver_US,American Robin,203538,1.953757904,1.219687386,0.002703496
8520,Halifax_CA,American Robin,33752,1.332466211,1.245113245,0.006777337
9003,Houston_US,American Robin,45762,2.737834613,1.182000578,0.005525419
9719,Jacksonville_US,American Robin,14288,1.817684342,1.079021703,0.009027021
11508,Los_Angeles_US,American Robin,46478,2.455227756,1.033217845,0.004792567
12853,Mexico_City_MX,American Robin,8589,2.974997764,1.23694701,0.013346881
13246,Monterrey_MX,American Robin,277,1.282876193,1.581795632,0.095040888
13350,Montreal_CA,American Robin,163039,2.357890992,1.438134625,0.003561671
14495,Nashville_US,American Robin,47006,1.993220893,1.150552168,0.005306763
15016,New_Orleans_US,American Robin,8996,1.875008805,1.149773331,0.012122369
15203,New_York_City_US,American Robin,512032,2.266967808,1.29634622,0.001811642
15404,Oklahoma_City_US,American Robin,23350,2.456809616,1.114984642,0.007296682
15650,Omaha_US,American Robin,36525,2.136464259,1.404717138,0.007350109
16896,Phoenix_US,American Robin,3478,1.061635949,1.406300974,0.023845887
18200,Salt_Lake_City_US,American Robin,65968,1.912842923,1.34323006,0.005229784
18497,San_Angelo_US,American Robin,646,1.373722179,1.253478657,0.049317458
18695,San_Francisco_US,American Robin,182170,1.840379869,1.275375347,0.002988131
19745,Saskatoon_CA,American Robin,6869,2.839331656,1.5493941,0.018694555
19912,Seattle_US,American Robin,251524,1.647478844,1.213627424,0.00241989
21983,Thunder_Bay_CA,American Robin,3042,1.173758385,1.437976757,0.026071875
22255,Toronto_CA,American Robin,256157,2.386586297,1.263909777,0.002497255
23054,Winnipeg_CA,American Robin,21076,2.460827216,1.573686667,0.010839872
525,Anchorage_US,American Three-toed Woodpecker,911,1.421817755,1.590845476,0.052707062
3745,Calgary_CA,American Three-toed Woodpecker,770,1.232009662,1.406507418,0.050687009
7002,Denver_US,American Three-toed Woodpecker,1436,0.181588634,0.422263565,0.011143109
18411,Salt_Lake_City_US,American Three-toed Woodpecker,494,0.170938088,0.397792265,0.01789752
488,Anchorage_US,American Tree Sparrow,214,1.992435517,1.303269758,0.089089687
2262,Billings_US,American Tree Sparrow,614,0.773341145,1.130246355,0.045613031
3682,Calgary_CA,American Tree Sparrow,2010,2.175623714,1.451890378,0.032384396
4650,Chicago_US,American Tree Sparrow,51087,2.381118515,1.238029542,0.005477417
6859,Denver_US,American Tree Sparrow,14687,1.497812404,1.092812035,0.00901735
8575,Halifax_CA,American Tree Sparrow,3767,0.971717442,0.914231669,0.014895615
13389,Montreal_CA,American Tree Sparrow,30215,2.093798974,1.304666378,0.007505648
15313,New_York_City_US,American Tree Sparrow,25369,1.81602148,1.278898893,0.008029427
15543,Oklahoma_City_US,American Tree Sparrow,114,1.579089211,1.141413916,0.106903208
15773,Omaha_US,American Tree Sparrow,4461,1.298746658,1.260206593,0.01886799
18310,Salt_Lake_City_US,American Tree Sparrow,874,0.949365943,1.043567226,0.035299188
19775,Saskatoon_CA,American Tree Sparrow,578,1.965794295,1.709486441,0.071105262
21985,Thunder_Bay_CA,American Tree Sparrow,646,1.145523871,1.355079318,0.053314883
22327,Toronto_CA,American Tree Sparrow,40805,1.984297599,1.231008684,0.006094028
23108,Winnipeg_CA,American Tree Sparrow,2285,1.853932631,1.661675504,0.034761869
2240,Billings_US,American White Pelican,525,0.98095672,1.084557434,0.047333967
3734,Calgary_CA,American White Pelican,5042,1.470400479,1.514219479,0.02132492
4742,Chicago_US,American White Pelican,4554,1.702320438,0.94686967,0.014031164
5185,Ciudad_Juarez_MX,American White Pelican,213,0.580275215,1.193381828,0.081769176
6884,Denver_US,American White Pelican,42407,1.380309105,1.067112095,0.005181927
9159,Houston_US,American White Pelican,14321,1.668825749,1.104819654,0.00923219
9872,Jacksonville_US,American White Pelican,4698,1.084676672,1.061213201,0.01548268
11463,Los_Angeles_US,American White Pelican,33486,2.636700207,0.891858905,0.004873764
12756,Merida_MX,American White Pelican,921,0.947800233,0.89541882,0.029505053
12926,Mexico_City_MX,American White Pelican,1023,2.304669259,0.796483317,0.024902266
14577,Nashville_US,American White Pelican,729,1.403638757,1.105619735,0.040948879
15066,New_Orleans_US,American White Pelican,4041,1.657261785,1.300047295,0.020451008
15507,Oklahoma_City_US,American White Pelican,4592,1.73365179,0.896185624,0.013225041
15826,Omaha_US,American White Pelican,1908,0.822221704,1.082953862,0.024792526
16076,Panama_PA,American White Pelican,349,3.2073318,0.397998162,0.021304353
16771,Phoenix_US,American White Pelican,5134,2.119377761,1.134354451,0.015831456
17510,Puerto_Vallarta_MX,American White Pelican,153,0.977820865,1.207102024,0.097588415
18278,Salt_Lake_City_US,American White Pelican,13172,1.112138203,1.115035796,0.009715451
18590,San_Angelo_US,American White Pelican,564,0.488434218,0.45875707,0.019317157
18771,San_Francisco_US,American White Pelican,36777,1.476394133,1.107493275,0.005775013
19765,Saskatoon_CA,American White Pelican,1004,2.155441301,1.720531493,0.054299492
20058,Seattle_US,American White Pelican,1236,0.715754985,0.85038415,0.024188332
21972,Thunder_Bay_CA,American White Pelican,696,1.285337485,1.252156318,0.047462863
23092,Winnipeg_CA,American White Pelican,4495,2.020752758,1.519229097,0.022659923
447,Anchorage_US,American Wigeon,9260,2.614419385,1.415067974,0.01470523
2250,Billings_US,American Wigeon,1073,0.902463747,0.95464489,0.029143519
3675,Calgary_CA,American Wigeon,16997,2.22396839,1.435941032,0.011014137
4488,Charlotte_US,American Wigeon,289,1.50054468,1.308451203,0.076967718
4730,Chicago_US,American Wigeon,6849,1.884191224,1.280578415,0.015473644
5007,Ciudad_Juarez_MX,American Wigeon,2046,2.192014843,1.355336825,0.02996363
6806,Denver_US,American Wigeon,40711,1.859869181,1.161398828,0.005756062
8471,Halifax_CA,American Wigeon,3050,1.923825479,1.206306457,0.021842771
8959,Honolulu_US,American Wigeon,476,1.23656043,0.945197718,0.043323066
9218,Houston_US,American Wigeon,4794,1.280667332,1.017943025,0.014701934
9697,Jacksonville_US,American Wigeon,708,2.099173071,1.141510798,0.042900603
11402,Los_Angeles_US,American Wigeon,49423,2.839014155,0.86252884,0.003879798
12994,Mexico_City_MX,American Wigeon,524,1.847537602,0.969058517,0.042333518
13256,Monterrey_MX,American Wigeon,127,1.034057766,1.395471282,0.123828053
13409,Montreal_CA,American Wigeon,14987,1.92937012,1.429315442,0.011675372
14599,Nashville_US,American Wigeon,1298,1.327121403,1.224333216,0.033983045
15042,New_Orleans_US,American Wigeon,215,1.802215587,1.443506046,0.098446295
15200,New_York_City_US,American Wigeon,32110,2.301648237,1.091358463,0.00609042
15525,Oklahoma_City_US,American Wigeon,1447,1.655546486,1.140470617,0.029981257
15776,Omaha_US,American Wigeon,1902,1.25428294,1.241645481,0.02847032
16726,Phoenix_US,American Wigeon,20995,2.507577159,1.068341864,0.007373137
18259,Salt_Lake_City_US,American Wigeon,8116,1.267220459,1.19699133,0.013286787
